Document,Term,Term Frequency,Document Length,Inverse Document Frequency,TF-IDF Weight
Climate_Change_in_the_World.txt#doc0,system,6,752,0.1335,0.8012
Climate_Change_in_the_World.txt#doc0,grow,3,752,0.6931,2.0794
Climate_Change_in_the_World.txt#doc0,concern,1,752,0.2877,0.2877
Climate_Change_in_the_World.txt#doc0,mani,3,752,0.47,1.41
Climate_Change_in_the_World.txt#doc0,commun,4,752,0.47,1.88
Climate_Change_in_the_World.txt#doc0,4,1,752,0.2877,0.2877
Climate_Change_in_the_World.txt#doc0,intensifi,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,event,2,752,1.3863,2.7726
Climate_Change_in_the_World.txt#doc0,worldwid,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,heatwav,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,becom,3,752,0.2877,0.863
Climate_Change_in_the_World.txt#doc0,frequent,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,sever,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,drought,2,752,2.0794,4.1589
Climate_Change_in_the_World.txt#doc0,last,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,longer,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,hurrican,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,strength,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,extrem,2,752,2.0794,4.1589
Climate_Change_in_the_World.txt#doc0,disrupt,2,752,0.9808,1.9617
Climate_Change_in_the_World.txt#doc0,ecosystem,4,752,1.3863,5.5452
Climate_Change_in_the_World.txt#doc0,also,7,752,0.0,0.0
Climate_Change_in_the_World.txt#doc0,profound,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,health,2,752,1.3863,2.7726
Climate_Change_in_the_World.txt#doc0,agricultur,5,752,0.6931,3.4657
Climate_Change_in_the_World.txt#doc0,infrastructur,4,752,0.47,1.88
Climate_Change_in_the_World.txt#doc0,develop,3,752,0.1335,0.4006
Climate_Change_in_the_World.txt#doc0,countri,4,752,0.47,1.88
Climate_Change_in_the_World.txt#doc0,often,2,752,0.2877,0.5754
Climate_Change_in_the_World.txt#doc0,least,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,equip,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,deal,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,disproportion,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,affect,2,752,0.9808,1.9617
Climate_Change_in_the_World.txt#doc0,5,1,752,0.47,0.47
Climate_Change_in_the_World.txt#doc0,transform,1,752,0.2877,0.2877
Climate_Change_in_the_World.txt#doc0,threaten,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,biodivers,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,speci,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,unabl,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,adapt,4,752,2.0794,8.3178
Climate_Change_in_the_World.txt#doc0,quickli,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,enough,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,condit,2,752,2.0794,4.1589
Climate_Change_in_the_World.txt#doc0,lead,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,shift,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,habitat,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,rang,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,extinct,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,risk,2,752,1.3863,2.7726
Climate_Change_in_the_World.txt#doc0,coral,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,reef,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,support,2,752,0.47,0.94
Climate_Change_in_the_World.txt#doc0,vast,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,array,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,marin,2,752,2.0794,4.1589
Climate_Change_in_the_World.txt#doc0,life,2,752,0.9808,1.9617
Climate_Change_in_the_World.txt#doc0,suffer,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,bleach,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,due,2,752,0.9808,1.9617
Climate_Change_in_the_World.txt#doc0,warmer,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,ocean,3,752,2.0794,6.2383
Climate_Change_in_the_World.txt#doc0,acidif,2,752,2.0794,4.1589
Climate_Change_in_the_World.txt#doc0,excess,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,6,1,752,0.47,0.47
Climate_Change_in_the_World.txt#doc0,highli,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,vulner,2,752,0.9808,1.9617
Climate_Change_in_the_World.txt#doc0,precipit,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,soil,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,degrad,2,752,2.0794,4.1589
Climate_Change_in_the_World.txt#doc0,crop,2,752,2.0794,4.1589
Climate_Change_in_the_World.txt#doc0,yield,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,food,2,752,2.0794,4.1589
Climate_Change_in_the_World.txt#doc0,secur,1,752,0.2877,0.2877
Climate_Change_in_the_World.txt#doc0,region,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,season,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,shorter,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,stapl,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,wheat,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,maiz,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,rice,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,face,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,lower,2,752,2.0794,4.1589
Climate_Change_in_the_World.txt#doc0,product,1,752,0.47,0.47
Climate_Change_in_the_World.txt#doc0,challeng,2,752,0.1335,0.2671
Climate_Change_in_the_World.txt#doc0,compound,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,popul,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,demand,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,7,1,752,0.47,0.47
Climate_Change_in_the_World.txt#doc0,seriou,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,implic,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,stress,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,respiratori,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,disord,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,spread,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,vectorborn,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,diseas,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,malaria,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,dengu,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,common,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,poor,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,air,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,qualiti,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,exacerb,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,wildfir,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,smoke,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,pollut,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,major,2,752,0.47,0.94
Climate_Change_in_the_World.txt#doc0,urban,3,752,1.3863,4.1589
Climate_Change_in_the_World.txt#doc0,area,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,access,1,752,0.1335,0.1335
Climate_Change_in_the_World.txt#doc0,clean,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,water,2,752,0.9808,1.9617
Climate_Change_in_the_World.txt#doc0,adequ,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,nutrit,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,environment,3,752,0.6931,2.0794
Climate_Change_in_the_World.txt#doc0,deterior,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,8,1,752,0.47,0.47
Climate_Change_in_the_World.txt#doc0,play,4,752,0.6931,2.7726
Climate_Change_in_the_World.txt#doc0,crucial,2,752,0.6931,1.3863
Climate_Change_in_the_World.txt#doc0,role,4,752,0.6931,2.7726
Climate_Change_in_the_World.txt#doc0,regul,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,’,2,752,0.47,0.94
Climate_Change_in_the_World.txt#doc0,experienc,2,752,1.3863,2.7726
Climate_Change_in_the_World.txt#doc0,deoxygen,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,fisheri,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,influenc,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,may,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,potenti,2,752,0.9808,1.9617
Climate_Change_in_the_World.txt#doc0,farreach,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,consequ,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,stabil,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,9,1,752,0.47,0.47
Climate_Change_in_the_World.txt#doc0,issu,2,752,0.6931,1.3863
Climate_Change_in_the_World.txt#doc0,social,2,752,0.1335,0.2671
Climate_Change_in_the_World.txt#doc0,econom,1,752,0.47,0.47
Climate_Change_in_the_World.txt#doc0,displac,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,sealevel,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,conflict,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,resourc,3,752,0.6931,2.0794
Climate_Change_in_the_World.txt#doc0,creat,2,752,0.6931,1.3863
Climate_Change_in_the_World.txt#doc0,refuge,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,economi,2,752,0.47,0.94
Climate_Change_in_the_World.txt#doc0,depend,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,fish,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,tourism,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,loss,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,cost,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,disast,2,752,2.0794,4.1589
Climate_Change_in_the_World.txt#doc0,recoveri,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,strain,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,budget,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,intern,3,752,0.6931,2.0794
Climate_Change_in_the_World.txt#doc0,aid,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,10,1,752,0.1335,0.1335
Climate_Change_in_the_World.txt#doc0,address,2,752,1.3863,2.7726
Climate_Change_in_the_World.txt#doc0,requir,2,752,0.6931,1.3863
Climate_Change_in_the_World.txt#doc0,coordin,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,action,4,752,1.3863,5.5452
Climate_Change_in_the_World.txt#doc0,pari,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,agreement,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,sign,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,2015,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,repres,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,landmark,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,commit,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,limit,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,well,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,2°c,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,effort,2,752,0.6931,1.3863
Climate_Change_in_the_World.txt#doc0,restrict,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,15°c,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,submit,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,determin,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,ndc,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,outlin,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,plan,2,752,2.0794,4.1589
Climate_Change_in_the_World.txt#doc0,reduc,4,752,0.2877,1.1507
Climate_Change_in_the_World.txt#doc0,11,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,transit,2,752,0.9808,1.9617
Climate_Change_in_the_World.txt#doc0,renew,2,752,2.0794,4.1589
Climate_Change_in_the_World.txt#doc0,energi,4,752,2.0794,8.3178
Climate_Change_in_the_World.txt#doc0,sourc,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,key,3,752,0.6931,2.0794
Climate_Change_in_the_World.txt#doc0,strategi,2,752,0.47,0.94
Climate_Change_in_the_World.txt#doc0,mitig,2,752,2.0794,4.1589
Climate_Change_in_the_World.txt#doc0,solar,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,wind,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,hydroelectr,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,geotherm,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,power,1,752,0.47,0.47
Climate_Change_in_the_World.txt#doc0,offer,3,752,0.6931,2.0794
Climate_Change_in_the_World.txt#doc0,cleaner,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,altern,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,invest,2,752,0.2877,0.5754
Climate_Change_in_the_World.txt#doc0,phase,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,plant,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,promot,2,752,0.6931,1.3863
Climate_Change_in_the_World.txt#doc0,electr,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,vehicl,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,12,1,752,0.47,0.47
Climate_Change_in_the_World.txt#doc0,effici,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,conserv,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,footprint,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,retrofit,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,build,3,752,0.6931,2.0794
Climate_Change_in_the_World.txt#doc0,modern,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,transport,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,encourag,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,behavior,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,use,6,752,0.0,0.0
Climate_Change_in_the_World.txt#doc0,public,2,752,0.2877,0.5754
Climate_Change_in_the_World.txt#doc0,meat,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,consumpt,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,significantli,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,13,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,forest,2,752,2.0794,4.1589
Climate_Change_in_the_World.txt#doc0,vital,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,fight,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,absorb,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,protect,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,exist,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,restor,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,land,2,752,1.3863,2.7726
Climate_Change_in_the_World.txt#doc0,sustain,5,752,0.9808,4.9041
Climate_Change_in_the_World.txt#doc0,practic,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,essenti,2,752,0.47,0.94
Climate_Change_in_the_World.txt#doc0,maintain,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,sink,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,howev,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,log,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,continu,1,752,0.47,0.47
Climate_Change_in_the_World.txt#doc0,14,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,technolog,2,752,0.1335,0.2671
Climate_Change_in_the_World.txt#doc0,innov,2,752,0.1335,0.2671
Climate_Change_in_the_World.txt#doc0,promis,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,solut,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,captur,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,storag,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,cc,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,climatesmart,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,advanc,1,752,0.1335,0.1335
Climate_Change_in_the_World.txt#doc0,predict,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,help,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,cope,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,research,1,752,0.2877,0.2877
Climate_Change_in_the_World.txt#doc0,geoengin,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,explor,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,method,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,artifici,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,cool,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,planet,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,though,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,approach,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,remain,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,controversi,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,15,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,financ,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,critic,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,fund,2,752,1.3863,2.7726
Climate_Change_in_the_World.txt#doc0,need,1,752,0.47,0.47
Climate_Change_in_the_World.txt#doc0,capacitybuild,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,prepared,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,green,3,752,1.3863,4.1589
Climate_Change_in_the_World.txt#doc0,mechan,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,aim,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,facilit,1,752,2.0794,2.0794
